Job Title,Hospital,Link,Excel Link
Senior / Pharmacist,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Pharmacist-Sing/13900644/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Pharmacist-Sing/13900644/"", ""View Job"")"
Operating Theatre Technician Associate,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Operating-Theatre-Technician-Associate-Sing/21152144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Operating-Theatre-Technician-Associate-Sing/21152144/"", ""View Job"")"
"Associate Executive, Strategic Planning and Evaluation",PHIC,https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive%2C-Strategic-Planning-and-Evaluation-%28PHIC%29-Sing/38664544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive%2C-Strategic-Planning-and-Evaluation-%28PHIC%29-Sing/38664544/"", ""View Job"")"
"Senior / Patient Service Associate Executive, Pre-Operative & Admitting Services",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate-Executive%2C-Pre-Operative-&-Admitting-Services-Sing/44817044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate-Executive%2C-Pre-Operative-&-Admitting-Services-Sing/44817044/"", ""View Job"")"
"Senior / Manager , EGH Planning Office",Support & Patient Operations  - Crisis Planning & Operations,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Manager-%28Support-&-Patient-Operations-Crisis-Planning-&-Operations%29%2C-EGH-Planning-Office-Sing/43449944/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Manager-%28Support-&-Patient-Operations-Crisis-Planning-&-Operations%29%2C-EGH-Planning-Office-Sing/43449944/"", ""View Job"")"
Medical Laboratory Technologist,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Medical-Laboratory-Technologist-Sing/48660644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Medical-Laboratory-Technologist-Sing/48660644/"", ""View Job"")"
"Principal / Senior Engineer, Innovation , MTO","Quality, Risk Management & Software",https://careers.singhealth.com.sg/SHHQ/job/Singapore-Principal-Senior-Engineer%2C-Innovation-%28Quality%2C-Risk-Management-&-Software%29%2C-MTO-Sing/44825544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Principal-Senior-Engineer%2C-Innovation-%28Quality%2C-Risk-Management-&-Software%29%2C-MTO-Sing/44825544/"", ""View Job"")"
"Senior Executive, Corporate Planning, Eastern General Hospital Planning Office",Unknown,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive%2C-Corporate-Planning%2C-Eastern-General-Hospital-Planning-Office-Sing/44823744/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive%2C-Corporate-Planning%2C-Eastern-General-Hospital-Planning-Office-Sing/44823744/"", ""View Job"")"
"Research Fellow, Centre for Population Health Research and Implementation",Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Research-Fellow%2C-Centre-for-Population-Health-Research-and-Implementation-%28Contract%29-Sing/28310344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Research-Fellow%2C-Centre-for-Population-Health-Research-and-Implementation-%28Contract%29-Sing/28310344/"", ""View Job"")"
Senior / Dietitian,Contract,https://careers.singhealth.com.sg/KKH/job/Singapore-Senior-Dietitian-%28Contract%29-Sing/44623644/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Senior-Dietitian-%28Contract%29-Sing/44623644/"", ""View Job"")"
Medical Social Worker,"MSW, Contract Part-Time",https://careers.singhealth.com.sg/KKH/job/Singapore-Medical-Social-Worker-%28MSW%2C-Contract-Part-Time%29-Sing/34377244/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Medical-Social-Worker-%28MSW%2C-Contract-Part-Time%29-Sing/34377244/"", ""View Job"")"
"Instrument Technician, Sterile Supply Unit @ SGH",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Instrument-Technician%2C-Sterile-Supply-Unit-%40-SGH-Sing/12413044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Instrument-Technician%2C-Sterile-Supply-Unit-%40-SGH-Sing/12413044/"", ""View Job"")"
"Assistant Director/ Senior Manager, Finance",Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Assistant-Director-Senior-Manager%2C-Finance-Sing/21888044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Assistant-Director-Senior-Manager%2C-Finance-Sing/21888044/"", ""View Job"")"
"Senior/Associate Executive, Joint Office of Academic Medicine",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssociate-Executive%2C-Joint-Office-of-Academic-Medicine-Sing/49845044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssociate-Executive%2C-Joint-Office-of-Academic-Medicine-Sing/49845044/"", ""View Job"")"
"Senior Executive/ Assistant Manager, Clinical Services",Contract,https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Executive-Assistant-Manager%2C-Clinical-Services-%28Contract%29-Sing/49831044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Executive-Assistant-Manager%2C-Clinical-Services-%28Contract%29-Sing/49831044/"", ""View Job"")"
"Associate Executive, Clinical Services",Contract,https://careers.singhealth.com.sg/SHP/job/Singapore-Associate-Executive%2C-Clinical-Services-%28Contract%29-Sing/49830944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Associate-Executive%2C-Clinical-Services-%28Contract%29-Sing/49830944/"", ""View Job"")"
Senior Manager,Patient Safety and Quality,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager-%28Patient-Safety-and-Quality%29-Sing/49829844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager-%28Patient-Safety-and-Quality%29-Sing/49829844/"", ""View Job"")"
Resident Physician,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Resident-Physician-Sing/17181044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Resident-Physician-Sing/17181044/"", ""View Job"")"
